clock_source,vco_freq,div1,div2,clock_freq
pll,1040,6,5,34400
pll,1040,6,6,28667
pll,1040,6,7,24571
pll,1040,7,1,147428
pll,1040,7,2,73714
pll,1040,7,3,49142
pll,1040,7,4,36857
pll,1040,7,5,29486
pll,1040,7,6,24571
pll,1040,7,7,21061
pll,1050,1,7,74572
pll,1050,2,4,130500
pll,1050,2,5,104400
pll,1050,2,6,87000
pll,1050,2,7,74571
pll,1050,3,3,116000
pll,1050,3,4,87000
pll,1050,3,5,69600
pll,1050,3,6,58000
pll,1050,3,7,49715
pll,1050,4,2,130500
pll,1050,4,3,87001
pll,1050,4,4,65250
pll,1050,4,5,52200
pll,1050,4,6,43500
pll,1050,4,7,37285
pll,1050,5,2,104400
pll,1050,5,3,69600
pll,1050,5,4,52200
pll,1050,5,5,41760
pll,1050,5,6,34800
pll,1050,5,7,29828
pll,1050,6,2,87000
pll,1050,6,3,58000
pll,1050,6,4,43500
pll,1050,6,5,34800
pll,1050,6,6,29000
pll,1050,6,7,24858
pll,1050,7,1,149143
pll,1050,7,2,74571
pll,1050,7,3,49715
pll,1050,7,4,37286
pll,1050,7,5,29829
pll,1050,7,6,24858
pll,1050,7,7,21306
pll,1060,2,4,132000
pll,1060,2,5,105600
pll,1060,2,6,88000
pll,1060,2,7,75430
pll,1060,3,3,117333
pll,1060,3,4,88000
pll,1060,3,5,70400
pll,1060,3,6,58667
pll,1060,3,7,50285
pll,1060,4,2,132000
pll,1060,4,3,88002
pll,1060,4,4,66000
pll,1060,4,5,52800
pll,1060,4,6,44000
pll,1060,4,7,37714
pll,1060,5,2,105601
pll,1060,5,3,70400
pll,1060,5,4,52800
pll,1060,5,5,42240
pll,1060,5,6,35200
pll,1060,5,7,30172
pll,1060,6,2,88000
pll,1060,6,3,58666
pll,1060,6,4,44000
pll,1060,6,5,35200
pll,1060,6,6,29333
pll,1060,6,7,25143
pll,1060,7,2,75429
pll,1060,7,3,50286
pll,1060,7,4,37715
pll,1060,7,5,30171
pll,1060,7,6,25143
pll,1060,7,7,21551
pll,1070,2,4,133500
pll,1070,2,5,106800
pll,1070,2,6,89001
pll,1070,2,7,76286
pll,1070,3,3,118667
pll,1070,3,4,89000
pll,1070,3,5,71200
pll,1070,3,6,59334
pll,1070,3,7,50857
pll,1070,4,2,133501
pll,1070,4,3,89000
pll,1070,4,4,66750
pll,1070,4,5,53400
pll,1070,4,6,44500
pll,1070,4,7,38143
pll,1070,5,2,106800
pll,1070,5,3,71200
pll,1070,5,4,53400
pll,1070,5,5,42720
pll,1070,5,6,35600
pll,1070,5,7,30515
pll,1070,6,2,89000
pll,1070,6,3,59333
pll,1070,6,4,44500
pll,1070,6,5,35600
pll,1070,6,6,29667
pll,1070,6,7,25429
pll,1070,7,2,76286
pll,1070,7,3,50857
pll,1070,7,4,38142
pll,1070,7,5,30514
pll,1070,7,6,25429
pll,1070,7,7,21796
pll,1080,2,4,135000
pll,1080,2,5,108000
pll,1080,2,6,90000
pll,1080,2,7,77143
pll,1080,3,3,120000
pll,1080,3,4,90000
pll,1080,3,5,72000
pll,1080,3,6,60000
pll,1080,3,7,51429
pll,1080,4,2,135001
pll,1080,4,3,90000
pll,1080,4,4,67500
pll,1080,4,5,54000
pll,1080,4,6,45000
pll,1080,4,7,38571
pll,1080,5,2,108000
pll,1080,5,3,72001
pll,1080,5,4,54000
pll,1080,5,5,43200
pll,1080,5,6,36000
pll,1080,5,7,30857
pll,1080,6,2,90000
pll,1080,6,3,60000
pll,1080,6,4,45000
pll,1080,6,5,36000
pll,1080,6,6,30000
pll,1080,6,7,25714
pll,1080,7,2,77143
pll,1080,7,3,51429
pll,1080,7,4,38571
pll,1080,7,5,30857
pll,1080,7,6,25715
pll,1080,7,7,22041
pll,1090,2,4,135001
pll,1090,2,5,108000
pll,1090,2,6,90001
pll,1090,2,7,77144
pll,1090,3,3,120000
pll,1090,3,4,90000
pll,1090,3,5,72000
pll,1090,3,6,60000
pll,1090,3,7,51428
pll,1090,4,2,135000
pll,1090,4,3,90000
pll,1090,4,4,67500
pll,1090,4,5,54000
pll,1090,4,6,45000
pll,1090,4,7,38571
pll,1090,5,2,108001
pll,1090,5,3,72000
pll,1090,5,4,54000
pll,1090,5,5,43200
pll,1090,5,6,36000
pll,1090,5,7,30857
pll,1090,6,2,90001
pll,1090,6,3,60000
pll,1090,6,4,45000
pll,1090,6,5,36000
pll,1090,6,6,30000
pll,1090,6,7,25714
pll,1090,7,2,77144
pll,1090,7,3,51429
pll,1090,7,4,38572
pll,1090,7,5,30857
pll,1090,7,6,25714
pll,1090,7,7,22040
pll,1100,2,4,136501
pll,1100,2,5,109200
pll,1100,2,6,91000
pll,1100,2,7,78000
pll,1100,3,3,121333
pll,1100,3,4,91000
pll,1100,3,5,72801
pll,1100,3,6,60667
pll,1100,3,7,52000
pll,1100,4,2,136501
pll,1100,4,3,91000
pll,1100,4,4,68251
pll,1100,4,5,54600
pll,1100,4,6,45500
pll,1100,4,7,39000
pll,1100,5,2,109200
pll,1100,5,3,72800
pll,1100,5,4,54600
pll,1100,5,5,43680
pll,1100,5,6,36401
pll,1100,5,7,31200
pll,1100,6,2,91000
pll,1100,6,3,60667
pll,1100,6,4,45500
pll,1100,6,5,36400
pll,1100,6,6,30333
pll,1100,6,7,26000
pll,1100,7,2,78000
pll,1100,7,3,52000
pll,1100,7,4,39000
pll,1100,7,5,31200
pll,1100,7,6,26000
pll,1100,7,7,22286
pll,1110,2,4,138000
pll,1110,2,5,110400
pll,1110,2,6,92000
pll,1110,2,7,78857
pll,1110,3,3,122667
pll,1110,3,4,92000
pll,1110,3,5,73600
pll,1110,3,6,61333
pll,1110,3,7,52572
pll,1110,4,2,138001
pll,1110,4,3,92002
pll,1110,4,4,69001
pll,1110,4,5,55200
pll,1110,4,6,46000
pll,1110,4,7,39428
pll,1110,5,2,110400
pll,1110,5,3,73600
pll,1110,5,4,55200
pll,1110,5,5,44160
pll,1110,5,6,36800
pll,1110,5,7,31543
pll,1110,6,2,92000
pll,1110,6,3,61333
pll,1110,6,4,46000
pll,1110,6,5,36800
pll,1110,6,6,30667
pll,1110,6,7,26286
pll,1110,7,2,78857
pll,1110,7,3,52572
pll,1110,7,4,39429
pll,1110,7,5,31543
pll,1110,7,6,26285
pll,1110,7,7,22531
pll,1120,2,4,139500
pll,1120,2,5,111600
pll,1120,2,6,93000
pll,1120,2,7,79714
pll,1120,3,3,124001
pll,1120,3,4,93000
pll,1120,3,5,74401
pll,1120,3,6,62000
pll,1120,3,7,53143
pll,1120,4,2,139500
pll,1120,4,3,93000
pll,1120,4,4,69750
pll,1120,4,5,55800
pll,1120,4,6,46500
pll,1120,4,7,39857
pll,1120,5,2,111600
pll,1120,5,3,74400
pll,1120,5,4,55800
pll,1120,5,5,44641
pll,1120,5,6,37200
pll,1120,5,7,31886
pll,1120,6,2,93000
pll,1120,6,3,62000
pll,1120,6,4,46500
pll,1120,6,5,37200
pll,1120,6,6,31000
pll,1120,6,7,26572
pll,1120,7,2,79714
pll,1120,7,3,53143
pll,1120,7,4,39857
pll,1120,7,5,31887
pll,1120,7,6,26571
pll,1120,7,7,22775
pll,1130,2,4,141000
pll,1130,2,5,112801
pll,1130,2,6,94000
pll,1130,2,7,80571
pll,1130,3,3,125333
pll,1130,3,4,94000
pll,1130,3,5,75200
pll,1130,3,6,62667
pll,1130,3,7,53714
pll,1130,4,2,141000
pll,1130,4,3,94000
pll,1130,4,4,70501
pll,1130,4,5,56400
pll,1130,4,6,47000
pll,1130,4,7,40286
pll,1130,5,2,112800
pll,1130,5,3,75200
pll,1130,5,4,56400
pll,1130,5,5,45120
pll,1130,5,6,37600
pll,1130,5,7,32229
pll,1130,6,2,94000
pll,1130,6,3,62667
pll,1130,6,4,47000
pll,1130,6,5,37600
pll,1130,6,6,31334
pll,1130,6,7,26857
pll,1130,7,2,80572
pll,1130,7,3,53715
pll,1130,7,4,40286
pll,1130,7,5,32229
pll,1130,7,6,26857
pll,1130,7,7,23021
pll,1140,2,4,142500
pll,1140,2,5,114000
pll,1140,2,6,95000
pll,1140,2,7,81429
pll,1140,3,3,126668
pll,1140,3,4,95000
pll,1140,3,5,76000
pll,1140,3,6,63333
pll,1140,3,7,54286
pll,1140,4,2,142500
pll,1140,4,3,95000
pll,1140,4,4,71250
pll,1140,4,5,57000
pll,1140,4,6,47500
pll,1140,4,7,40714
pll,1140,5,2,114000
pll,1140,5,3,76000
pll,1140,5,4,57000
pll,1140,5,5,45600
pll,1140,5,6,38000
pll,1140,5,7,32572
pll,1140,6,2,95000
pll,1140,6,3,63334
pll,1140,6,4,47500
pll,1140,6,5,38000
pll,1140,6,6,31667
pll,1140,6,7,27143
pll,1140,7,2,81429
pll,1140,7,3,54287
pll,1140,7,4,40714
pll,1140,7,5,32571
pll,1140,7,6,27143
pll,1140,7,7,23265
pll,1150,2,4,142500
pll,1150,2,5,114000
pll,1150,2,6,95000
pll,1150,2,7,81429
pll,1150,3,3,126667
pll,1150,3,4,95000
pll,1150,3,5,76000
pll,1150,3,6,63333
pll,1150,3,7,54285
pll,1150,4,2,142500
pll,1150,4,3,95000
pll,1150,4,4,71250
pll,1150,4,5,57000
pll,1150,4,6,47500
pll,1150,4,7,40715
pll,1150,5,2,114000
pll,1150,5,3,76000
pll,1150,5,4,57000
pll,1150,5,5,45601
pll,1150,5,6,38000
pll,1150,5,7,32571
pll,1150,6,2,95001
pll,1150,6,3,63333
pll,1150,6,4,47500
pll,1150,6,5,38000
pll,1150,6,6,31666
pll,1150,6,7,27143
pll,1150,7,2,81428
pll,1150,7,3,54285
pll,1150,7,4,40714
pll,1150,7,5,32572
pll,1150,7,6,27143
pll,1150,7,7,23265
pll,1160,2,4,144000
pll,1160,2,5,115200
pll,1160,2,6,96000
pll,1160,2,7,82286
pll,1160,3,3,128000
pll,1160,3,4,96000
pll,1160,3,5,76800
pll,1160,3,6,64000
pll,1160,3,7,54857
pll,1160,4,2,144000
pll,1160,4,3,96000
pll,1160,4,4,72000
pll,1160,4,5,57600
pll,1160,4,6,48000
pll,1160,4,7,41143
pll,1160,5,2,115201
pll,1160,5,3,76800
pll,1160,5,4,57600
pll,1160,5,5,46080
pll,1160,5,6,38401
pll,1160,5,7,32914
pll,1160,6,2,96000
pll,1160,6,3,64000
pll,1160,6,4,48000
pll,1160,6,5,38400
pll,1160,6,6,32000
pll,1160,6,7,27430
pll,1160,7,2,82287
pll,1160,7,3,54857
pll,1160,7,4,41143
pll,1160,7,5,32914
pll,1160,7,6,27429
pll,1160,7,7,23511
pll,1170,2,4,145500
pll,1170,2,5,116400
pll,1170,2,6,97000
pll,1170,2,7,83143
pll,1170,3,3,129333
pll,1170,3,4,97000
pll,1170,3,5,77600
pll,1170,3,6,64667
pll,1170,3,7,55429
pll,1170,4,2,145500
pll,1170,4,3,97001
pll,1170,4,4,72750
pll,1170,4,5,58201
pll,1170,4,6,48500
pll,1170,4,7,41572
pll,1170,5,2,116400
pll,1170,5,3,77600
pll,1170,5,4,58201
pll,1170,5,5,46560
pll,1170,5,6,38800
pll,1170,5,7,33257
pll,1170,6,2,97000
pll,1170,6,3,64667
pll,1170,6,4,48501
pll,1170,6,5,38800
pll,1170,6,6,32334
pll,1170,6,7,27715
pll,1170,7,2,83144
pll,1170,7,3,55429
pll,1170,7,4,41572
pll,1170,7,5,33257
pll,1170,7,6,27715
pll,1170,7,7,23755
pll,1180,2,4,147000
pll,1180,2,5,117601
pll,1180,2,6,98000
pll,1180,2,7,84000
pll,1180,3,3,130666
pll,1180,3,4,98001
pll,1180,3,5,78401
pll,1180,3,6,65333
pll,1180,3,7,56000
pll,1180,4,2,147001
pll,1180,4,3,98000
pll,1180,4,4,73500
pll,1180,4,5,58800
pll,1180,4,6,49000
pll,1180,4,7,42001
pll,1180,5,2,117601
pll,1180,5,3,78401
pll,1180,5,4,58800
pll,1180,5,5,47040
pll,1180,5,6,39200
pll,1180,5,7,33600
pll,1180,6,2,98001
pll,1180,6,3,65334
pll,1180,6,4,49000
pll,1180,6,5,39200
pll,1180,6,6,32667
pll,1180,6,7,28000
pll,1180,7,2,84001
pll,1180,7,3,56000
pll,1180,7,4,42000
pll,1180,7,5,33600
pll,1180,7,6,28000
pll,1180,7,7,24000
pll,1190,2,4,148500
pll,1190,2,5,118800
pll,1190,2,6,99000
pll,1190,2,7,84857
pll,1190,3,3,132000
pll,1190,3,4,99001
pll,1190,3,5,79200
pll,1190,3,6,66000
pll,1190,3,7,56571
pll,1190,4,2,148500
pll,1190,4,3,99000
pll,1190,4,4,74250
pll,1190,4,5,59400
pll,1190,4,6,49500
pll,1190,4,7,42428
pll,1190,5,2,118800
pll,1190,5,3,79200
pll,1190,5,4,59401
pll,1190,5,5,47520
pll,1190,5,6,39601
pll,1190,5,7,33943
pll,1190,6,2,99001
pll,1190,6,3,66000
pll,1190,6,4,49500
pll,1190,6,5,39600
pll,1190,6,6,33000
pll,1190,6,7,28286
pll,1190,7,2,84857
pll,1190,7,3,56571
pll,1190,7,4,42430
pll,1190,7,5,33943
pll,1190,7,6,28286
pll,1190,7,7,24245
pll,1200,2,4,150000
pll,1200,2,5,120000
pll,1200,2,6,100000
pll,1200,2,7,85715
pll,1200,3,3,133333
pll,1200,3,4,100000
pll,1200,3,5,80000
pll,1200,3,6,66666
pll,1200,3,7,57143
pll,1200,4,2,150000
pll,1200,4,3,100000
pll,1200,4,4,75000
pll,1200,4,5,60002
pll,1200,4,6,50000
pll,1200,4,7,42857
pll,1200,5,2,120000
pll,1200,5,3,80000
pll,1200,5,4,60000
pll,1200,5,5,48000
pll,1200,5,6,40000
pll,1200,5,7,34286
pll,1200,6,2,100000
pll,1200,6,3,66666
pll,1200,6,4,50000
pll,1200,6,5,40000
pll,1200,6,6,33334
pll,1200,6,7,28572
pll,1200,7,2,85715
pll,1200,7,3,57143
pll,1200,7,4,42857
pll,1200,7,5,34286
pll,1200,7,6,28572
pll,1200,7,7,24490
pll,1210,2,5,120000
pll,1210,2,6,100000
pll,1210,2,7,85715
pll,1210,3,3,133334
pll,1210,3,4,100000
pll,1210,3,5,80000
pll,1210,3,6,66666
pll,1210,3,7,57143
pll,1210,4,3,100002
pll,1210,4,4,75000
pll,1210,4,5,60000
pll,1210,4,6,50000
pll,1210,4,7,42858
pll,1210,5,2,120000
pll,1210,5,3,80000
pll,1210,5,4,60000
pll,1210,5,5,48000
pll,1210,5,6,40000
pll,1210,5,7,34286
pll,1210,6,2,100000
pll,1210,6,3,66667
pll,1210,6,4,50000
pll,1210,6,5,40000
pll,1210,6,6,33333
pll,1210,6,7,28572
pll,1210,7,2,85714
pll,1210,7,3,57143
pll,1210,7,4,42857
pll,1210,7,5,34286
pll,1210,7,6,28572
pll,1210,7,7,24489
pll,1220,2,5,121200
pll,1220,2,6,101000
pll,1220,2,7,86571
pll,1220,3,3,134666
pll,1220,3,4,101000
pll,1220,3,5,80800
pll,1220,3,6,67334
pll,1220,3,7,57715
pll,1220,4,3,101000
pll,1220,4,4,75750
pll,1220,4,5,60600
pll,1220,4,6,50500
pll,1220,4,7,43285
pll,1220,5,2,121200
pll,1220,5,3,80800
pll,1220,5,4,60600
pll,1220,5,5,48480
pll,1220,5,6,40400
pll,1220,5,7,34628
pll,1220,6,2,101001
pll,1220,6,3,67334
pll,1220,6,4,50500
pll,1220,6,5,40400
pll,1220,6,6,33667
pll,1220,6,7,28857
pll,1220,7,2,86571
pll,1220,7,3,57715
pll,1220,7,4,43286
pll,1220,7,5,34629
pll,1220,7,6,28857
pll,1220,7,7,24735
pll,1230,2,5,122400
pll,1230,2,6,102001
pll,1230,2,7,87428
pll,1230,3,3,136000
pll,1230,3,4,102000
pll,1230,3,5,81600
pll,1230,3,6,68000
pll,1230,3,7,58286
pll,1230,4,3,102000
pll,1230,4,4,76500
pll,1230,4,5,61200
pll,1230,4,6,51000
pll,1230,4,7,43714
pll,1230,5,2,122400
pll,1230,5,3,81600
pll,1230,5,4,61200
pll,1230,5,5,48960
pll,1230,5,6,40800
pll,1230,5,7,34972
pll,1230,6,2,102000
pll,1230,6,3,68000
pll,1230,6,4,51001
pll,1230,6,5,40800
pll,1230,6,6,34000
pll,1230,6,7,29143
pll,1230,7,2,87430
pll,1230,7,3,58286
pll,1230,7,4,43714
pll,1230,7,5,34971
pll,1230,7,6,29143
pll,1230,7,7,24979
pll,1240,2,5,123600
pll,1240,2,6,103000
pll,1240,2,7,88286
pll,1240,3,3,137334
pll,1240,3,4,103000
pll,1240,3,5,82400
pll,1240,3,6,68667
pll,1240,3,7,58857
pll,1240,4,3,103001
pll,1240,4,4,77250
pll,1240,4,5,61800
pll,1240,4,6,51500
pll,1240,4,7,44143
pll,1240,5,2,123602
pll,1240,5,3,82400
pll,1240,5,4,61800
pll,1240,5,5,49440
pll,1240,5,6,41200
pll,1240,5,7,35315
pll,1240,6,2,103000
pll,1240,6,3,68667
pll,1240,6,4,51501
pll,1240,6,5,41200
pll,1240,6,6,34334
pll,1240,6,7,29428
pll,1240,7,2,88286
pll,1240,7,3,58857
pll,1240,7,4,44143
pll,1240,7,5,35314
pll,1240,7,6,29429
pll,1240,7,7,25224
pll,1250,2,5,124800
pll,1250,2,6,104000
pll,1250,2,7,89143
pll,1250,3,3,138666
pll,1250,3,4,104000
pll,1250,3,5,83201
pll,1250,3,6,69333
pll,1250,3,7,59429
pll,1250,4,3,104000
pll,1250,4,4,78000
pll,1250,4,5,62400
pll,1250,4,6,52000
pll,1250,4,7,44571
pll,1250,5,2,124801
pll,1250,5,3,83200
pll,1250,5,4,62400
pll,1250,5,5,49920
pll,1250,5,6,41600
pll,1250,5,7,35657
pll,1250,6,2,104000
pll,1250,6,3,69333
pll,1250,6,4,52000
pll,1250,6,5,41600
pll,1250,6,6,34667
pll,1250,6,7,29715
pll,1250,7,2,89143
pll,1250,7,3,59429
pll,1250,7,4,44571
pll,1250,7,5,35657
pll,1250,7,6,29714
pll,1250,7,7,25470
pll,1260,2,5,126000
pll,1260,2,6,105000
pll,1260,2,7,90000
pll,1260,3,3,140001
pll,1260,3,4,105000
pll,1260,3,5,84001
pll,1260,3,6,70000
pll,1260,3,7,60000
pll,1260,4,3,105001
pll,1260,4,4,78750
pll,1260,4,5,63000
pll,1260,4,6,52500
pll,1260,4,7,45000
pll,1260,5,2,126000
pll,1260,5,3,84001
pll,1260,5,4,63000
pll,1260,5,5,50400
pll,1260,5,6,42000
pll,1260,5,7,36000
pll,1260,6,2,105000
pll,1260,6,3,70000
pll,1260,6,4,52500
pll,1260,6,5,42000
pll,1260,6,6,35000
pll,1260,6,7,30000
pll,1260,7,2,90000
pll,1260,7,3,60000
pll,1260,7,4,45000
pll,1260,7,5,36000
pll,1260,7,6,30001
pll,1260,7,7,25714
pll,1270,2,5,126001
pll,1270,2,6,105000
pll,1270,2,7,90000
pll,1270,3,3,140000
pll,1270,3,4,105000
pll,1270,3,5,84000
pll,1270,3,6,70000
pll,1270,3,7,60000
pll,1270,4,3,105000
pll,1270,4,4,78750
pll,1270,4,5,63000
pll,1270,4,6,52500
pll,1270,4,7,45000
pll,1270,5,2,126000
pll,1270,5,3,84000
pll,1270,5,4,63000
pll,1270,5,5,50400
pll,1270,5,6,42000
pll,1270,5,7,36001
pll,1270,6,2,105000
pll,1270,6,3,70000
pll,1270,6,4,52500
pll,1270,6,5,42000
pll,1270,6,6,35000
pll,1270,6,7,30000
pll,1270,7,2,90000
pll,1270,7,3,60000
pll,1270,7,4,45000
pll,1270,7,5,36000
pll,1270,7,6,30000
pll,1270,7,7,25715
pll,1280,2,5,127200
pll,1280,2,6,106000
pll,1280,2,7,90857
pll,1280,3,3,141334
pll,1280,3,4,106000
pll,1280,3,5,84800
pll,1280,3,6,70666
pll,1280,3,7,60571
pll,1280,4,3,106000
pll,1280,4,4,79500
pll,1280,4,5,63600
pll,1280,4,6,53001
pll,1280,4,7,45429
pll,1280,5,2,127200
pll,1280,5,3,84800
pll,1280,5,4,63600
pll,1280,5,5,50880
pll,1280,5,6,42400
pll,1280,5,7,36343
pll,1280,6,2,106000
pll,1280,6,3,70667
pll,1280,6,4,53000
pll,1280,6,5,42400
pll,1280,6,6,35334
pll,1280,6,7,30286
pll,1280,7,2,90857
pll,1280,7,3,60571
pll,1280,7,4,45429
pll,1280,7,5,36342
pll,1280,7,6,30285
pll,1280,7,7,25960
pll,1290,2,5,128400
pll,1290,2,6,107000
pll,1290,2,7,91714
pll,1290,3,3,142667
pll,1290,3,4,107000
pll,1290,3,5,85600
pll,1290,3,6,71334
pll,1290,3,7,61144
pll,1290,4,3,107000
pll,1290,4,4,80250
pll,1290,4,5,64200
pll,1290,4,6,53500
pll,1290,4,7,45858
pll,1290,5,2,128401
pll,1290,5,3,85600
pll,1290,5,4,64200
pll,1290,5,5,51360
pll,1290,5,6,42800
pll,1290,5,7,36686
pll,1290,6,2,107000
pll,1290,6,3,71334
pll,1290,6,4,53500
pll,1290,6,5,42801
pll,1290,6,6,35667
pll,1290,6,7,30571
pll,1290,7,2,91714
pll,1290,7,3,61143
pll,1290,7,4,45857
pll,1290,7,5,36685
pll,1290,7,6,30572
pll,1290,7,7,26204
pll,1300,2,5,129600
pll,1300,2,6,108000
pll,1300,2,7,92572
pll,1300,3,3,144000
pll,1300,3,4,108000
pll,1300,3,5,86401
pll,1300,3,6,72000
pll,1300,3,7,61714
pll,1300,4,3,108000
pll,1300,4,4,81000
pll,1300,4,5,64800
pll,1300,4,6,54000
pll,1300,4,7,46286
pll,1300,5,2,129600
pll,1300,5,3,86400
pll,1300,5,4,64800
pll,1300,5,5,51840
pll,1300,5,6,43200
pll,1300,5,7,37029
pll,1300,6,2,108000
pll,1300,6,3,72000
pll,1300,6,4,54000
pll,1300,6,5,43200
pll,1300,6,6,36000
pll,1300,6,7,30857
pll,1300,7,2,92572
pll,1300,7,3,61715
pll,1300,7,4,46286
pll,1300,7,5,37029
pll,1300,7,6,30857
pll,1300,7,7,26449
pll,1310,2,5,130800
pll,1310,2,6,109000
pll,1310,2,7,93428
pll,1310,3,3,145333
pll,1310,3,4,109000
pll,1310,3,5,87201
pll,1310,3,6,72667
pll,1310,3,7,62286
pll,1310,4,3,109000
pll,1310,4,4,81750
pll,1310,4,5,65400
pll,1310,4,6,54501
pll,1310,4,7,46715
pll,1310,5,2,130800
pll,1310,5,3,87200
pll,1310,5,4,65400
pll,1310,5,5,52320
pll,1310,5,6,43600
pll,1310,5,7,37371
pll,1310,6,2,109000
pll,1310,6,3,72667
pll,1310,6,4,54500
pll,1310,6,5,43600
pll,1310,6,6,36334
pll,1310,6,7,31143
pll,1310,7,2,93428
pll,1310,7,3,62286
pll,1310,7,4,46714
pll,1310,7,5,37372
pll,1310,7,6,31143
pll,1310,7,7,26694
pll,1320,2,5,132002
pll,1320,2,6,110000
pll,1320,2,7,94286
pll,1320,3,3,146667
pll,1320,3,4,110000
pll,1320,3,5,88000
pll,1320,3,6,73334
pll,1320,3,7,62857
pll,1320,4,3,110000
pll,1320,4,4,82500
pll,1320,4,5,66000
pll,1320,4,6,55000
pll,1320,4,7,47143
pll,1320,5,2,132000
pll,1320,5,3,88000
pll,1320,5,4,66000
pll,1320,5,5,52800
pll,1320,5,6,44000
pll,1320,5,7,37714
pll,1320,6,2,110000
pll,1320,6,3,73334
pll,1320,6,4,55000
pll,1320,6,5,44000
pll,1320,6,6,36667
pll,1320,6,7,31429
pll,1320,7,2,94286
pll,1320,7,3,62857
pll,1320,7,4,47143
pll,1320,7,5,37714
pll,1320,7,6,31429
pll,1320,7,7,26939
pll,1330,2,5,132000
pll,1330,2,6,110000
pll,1330,2,7,94286
pll,1330,3,3,146667
pll,1330,3,4,110001
pll,1330,3,5,88000
pll,1330,3,6,73333
pll,1330,3,7,62857
pll,1330,4,3,110001
pll,1330,4,4,82500
pll,1330,4,5,66000
pll,1330,4,6,55000
pll,1330,4,7,47143
pll,1330,5,2,132000
pll,1330,5,3,88000
pll,1330,5,4,66000
pll,1330,5,5,52800
pll,1330,5,6,44000
pll,1330,5,7,37715
pll,1330,6,2,110000
pll,1330,6,3,73333
pll,1330,6,4,55000
pll,1330,6,5,44000
pll,1330,6,6,36667
pll,1330,6,7,31429
pll,1330,7,2,94286
pll,1330,7,3,62858
pll,1330,7,4,47143
pll,1330,7,5,37715
pll,1330,7,6,31429
pll,1330,7,7,26939
pll,1340,2,5,133200
pll,1340,2,6,111000
pll,1340,2,7,95143
pll,1340,3,3,148001
pll,1340,3,4,111000
pll,1340,3,5,88800
pll,1340,3,6,74001
pll,1340,3,7,63428
pll,1340,4,3,111000
pll,1340,4,4,83250
pll,1340,4,5,66600
pll,1340,4,6,55500
pll,1340,4,7,47571
pll,1340,5,2,133201
pll,1340,5,3,88800
pll,1340,5,4,66600
pll,1340,5,5,53280
pll,1340,5,6,44400
pll,1340,5,7,38057
pll,1340,6,2,111000
pll,1340,6,3,74000
pll,1340,6,4,55500
pll,1340,6,5,44400
pll,1340,6,6,37000
pll,1340,6,7,31714
pll,1340,7,2,95143
pll,1340,7,3,63428
pll,1340,7,4,47572
pll,1340,7,5,38057
pll,1340,7,6,31714
pll,1340,7,7,27184
pll,1350,2,5,134400
pll,1350,2,6,112000
pll,1350,2,7,96001
pll,1350,3,3,149333
pll,1350,3,4,112001
pll,1350,3,5,89600
pll,1350,3,6,74667
pll,1350,3,7,64000
pll,1350,4,3,112000
pll,1350,4,4,84000
pll,1350,4,5,67200
pll,1350,4,6,56000
pll,1350,4,7,48002
pll,1350,5,2,134400
pll,1350,5,3,89600
pll,1350,5,4,67201
pll,1350,5,5,53760
pll,1350,5,6,44800
pll,1350,5,7,38400
pll,1350,6,2,112000
pll,1350,6,3,74667
pll,1350,6,4,56000
pll,1350,6,5,44800
pll,1350,6,6,37333
pll,1350,6,7,32000
pll,1350,7,2,96000
pll,1350,7,3,64001
pll,1350,7,4,48000
pll,1350,7,5,38400
pll,1350,7,6,32000
pll,1350,7,7,27429
pll,1360,2,5,135600
pll,1360,2,6,113001
pll,1360,2,7,96857
pll,1360,3,4,113000
pll,1360,3,5,90400
pll,1360,3,6,75334
pll,1360,3,7,64571
pll,1360,4,3,113000
pll,1360,4,4,84750
pll,1360,4,5,67800
pll,1360,4,6,56500
pll,1360,4,7,48428
pll,1360,5,2,135600
pll,1360,5,3,90400
pll,1360,5,4,67800
pll,1360,5,5,54240
pll,1360,5,6,45200
pll,1360,5,7,38743
pll,1360,6,2,113000
pll,1360,6,3,75333
pll,1360,6,4,56500
pll,1360,6,5,45200
pll,1360,6,6,37666
pll,1360,6,7,32286
pll,1360,7,2,96857
pll,1360,7,3,64571
pll,1360,7,4,48428
pll,1360,7,5,38743
pll,1360,7,6,32286
pll,1360,7,7,27673
pll,1370,2,5,136801
pll,1370,2,6,114000
pll,1370,2,7,97714
pll,1370,3,4,114000
pll,1370,3,5,91200
pll,1370,3,6,76000
pll,1370,3,7,65143
pll,1370,4,3,114001
pll,1370,4,4,85500
pll,1370,4,5,68400
pll,1370,4,6,57000
pll,1370,4,7,48857
pll,1370,5,2,136801
pll,1370,5,3,91200
pll,1370,5,4,68400
pll,1370,5,5,54720
pll,1370,5,6,45600
pll,1370,5,7,39086
pll,1370,6,2,114000
pll,1370,6,3,76000
pll,1370,6,4,57000
pll,1370,6,5,45600
pll,1370,6,6,38000
pll,1370,6,7,32571
pll,1370,7,2,97714
pll,1370,7,3,65142
pll,1370,7,4,48857
pll,1370,7,5,39086
pll,1370,7,6,32571
pll,1370,7,7,27919
pll,1380,2,5,138000
pll,1380,2,6,115000
pll,1380,2,7,98572
pll,1380,3,4,115000
pll,1380,3,5,92000
pll,1380,3,6,76666
pll,1380,3,7,65714
pll,1380,4,3,115000
pll,1380,4,4,86250
pll,1380,4,5,69000
