vreg,divider,range,freqa,freqb,clock_freq
11,11,fa7,1777,0001,21461
11,11,fa7,1777,0003,21395
11,11,fa7,1777,0005,21400
11,11,fa7,1777,0007,21334
11,11,fa7,1777,0017,21367
11,11,fa7,1777,0037,21367
11,11,fa7,1777,0057,21370
11,11,fa7,1777,0077,21365
11,11,fa7,1777,0177,21386
11,11,fa7,1777,0377,21384
11,11,fa7,1777,0577,21392
11,11,fa7,1777,0777,21386
11,11,fa7,1777,1777,21381
11,11,fa7,1777,3777,21384
11,11,fa7,1777,5777,21394
11,11,fa7,1777,7777,21394
11,11,fa7,3777,0001,22437
11,11,fa7,3777,0003,22401
11,11,fa7,3777,0005,22408
11,11,fa7,3777,0007,22365
11,11,fa7,3777,0017,22371
11,11,fa7,3777,0037,22368
11,11,fa7,3777,0057,22372
11,11,fa7,3777,0077,22368
11,11,fa7,3777,0177,22392
11,11,fa7,3777,0377,22399
11,11,fa7,3777,0577,22394
11,11,fa7,3777,0777,22399
11,11,fa7,3777,1777,22397
11,11,fa7,3777,3777,22405
11,11,fa7,3777,5777,22404
11,11,fa7,3777,7777,22391
11,11,fa7,5777,0001,22460
11,11,fa7,5777,0003,22414
11,11,fa7,5777,0005,22419
11,11,fa7,5777,0007,22369
11,11,fa7,5777,0017,22370
11,11,fa7,5777,0037,22377
11,11,fa7,5777,0057,22365
11,11,fa7,5777,0077,22368
11,11,fa7,5777,0177,22389
11,11,fa7,5777,0377,22396
11,11,fa7,5777,0577,22398
11,11,fa7,5777,0777,22381
11,11,fa7,5777,1777,22405
11,11,fa7,5777,3777,22405
11,11,fa7,5777,5777,22407
11,11,fa7,5777,7777,22402
11,11,fa7,7777,0001,22992
11,11,fa7,7777,0003,22957
11,11,fa7,7777,0005,22957
11,11,fa7,7777,0007,22916
11,11,fa7,7777,0017,22913
11,11,fa7,7777,0037,22917
11,11,fa7,7777,0057,22916
11,11,fa7,7777,0077,22920
11,11,fa7,7777,0177,22930
11,11,fa7,7777,0377,22936
11,11,fa7,7777,0577,22933
11,11,fa7,7777,0777,22935
11,11,fa7,7777,1777,22933
11,11,fa7,7777,3777,22935
11,11,fa7,7777,5777,22942
11,11,fa7,7777,7777,22944
11,11,fa6,0001,0001,22571
11,11,fa6,0001,0003,22567
11,11,fa6,0001,0005,22556
11,11,fa6,0001,0007,22567
11,11,fa6,0001,0017,22536
11,11,fa6,0001,0037,22531
11,11,fa6,0001,0057,22538
11,11,fa6,0001,0077,22498
11,11,fa6,0001,0177,22477
11,11,fa6,0001,0377,22451
11,11,fa6,0001,0577,22446
11,11,fa6,0001,0777,22432
11,11,fa6,0001,1777,22390
11,11,fa6,0001,3777,22405
11,11,fa6,0001,5777,22416
11,11,fa6,0001,7777,22414
11,11,fa6,0003,0001,23345
11,11,fa6,0003,0003,23332
11,11,fa6,0003,0005,23338
11,11,fa6,0003,0007,23335
11,11,fa6,0003,0017,23288
11,11,fa6,0003,0037,23274
11,11,fa6,0003,0057,23274
11,11,fa6,0003,0077,23286
11,11,fa6,0003,0177,23235
11,11,fa6,0003,0377,23212
11,11,fa6,0003,0577,23199
11,11,fa6,0003,0777,23191
11,11,fa6,0003,1777,23163
11,11,fa6,0003,3777,23155
11,11,fa6,0003,5777,23154
11,11,fa6,0003,7777,23150
11,11,fa6,0005,0001,23350
11,11,fa6,0005,0003,23351
11,11,fa6,0005,0005,23343
11,11,fa6,0005,0007,23332
11,11,fa6,0005,0017,23297
11,11,fa6,0005,0037,23284
11,11,fa6,0005,0057,23295
11,11,fa6,0005,0077,23286
11,11,fa6,0005,0177,23235
11,11,fa6,0005,0377,23211
11,11,fa6,0005,0577,23212
11,11,fa6,0005,0777,23202
11,11,fa6,0005,1777,23171
11,11,fa6,0005,3777,23162
11,11,fa6,0005,5777,23159
11,11,fa6,0005,7777,23164
11,11,fa6,0007,0001,23713
11,11,fa6,0007,0003,23703
11,11,fa6,0007,0005,23683
11,11,fa6,0007,0007,23698
11,11,fa6,0007,0017,23657
11,11,fa6,0007,0037,23647
11,11,fa6,0007,0057,23647
11,11,fa6,0007,0077,23633
11,11,fa6,0007,0177,23608
11,11,fa6,0007,0377,23578
11,11,fa6,0007,0577,23586
11,11,fa6,0007,0777,23569
11,11,fa6,0007,1777,23557
11,11,fa6,0007,3777,23539
11,11,fa6,0007,5777,23536
11,11,fa6,0007,7777,23524
11,11,fa6,0017,0001,28211
11,11,fa6,0017,0003,28215
11,11,fa6,0017,0005,28215
11,11,fa6,0017,0007,28212
11,11,fa6,0017,0017,28118
11,11,fa6,0017,0037,28111
11,11,fa6,0017,0057,28104
11,11,fa6,0017,0077,28103
11,11,fa6,0017,0177,28101
11,11,fa6,0017,0377,28088
11,11,fa6,0017,0577,28088
11,11,fa6,0017,0777,28082
11,11,fa6,0017,1777,28072
11,11,fa6,0017,3777,28070
11,11,fa6,0017,5777,28067
11,11,fa6,0017,7777,28064
11,11,fa6,0037,0001,29989
11,11,fa6,0037,0003,29966
11,11,fa6,0037,0005,29980
11,11,fa6,0037,0007,29967
11,11,fa6,0037,0017,29968
11,11,fa6,0037,0037,29946
11,11,fa6,0037,0057,29941
11,11,fa6,0037,0077,29916
11,11,fa6,0037,0177,29915
11,11,fa6,0037,0377,29906
11,11,fa6,0037,0577,29910
11,11,fa6,0037,0777,29889
11,11,fa6,0037,1777,29895
11,11,fa6,0037,3777,29892
11,11,fa6,0037,5777,29895
11,11,fa6,0037,7777,29894
11,11,fa6,0057,0001,30049
11,11,fa6,0057,0003,30039
11,11,fa6,0057,0005,30035
11,11,fa6,0057,0007,30025
11,11,fa6,0057,0017,30023
11,11,fa6,0057,0037,29983
11,11,fa6,0057,0057,29992
11,11,fa6,0057,0077,29967
11,11,fa6,0057,0177,29929
11,11,fa6,0057,0377,29941
11,11,fa6,0057,0577,29935
11,11,fa6,0057,0777,29939
11,11,fa6,0057,1777,29925
11,11,fa6,0057,3777,29939
11,11,fa6,0057,5777,29933
11,11,fa6,0057,7777,29928
11,11,fa6,0077,0001,31024
11,11,fa6,0077,0003,31034
11,11,fa6,0077,0005,31033
11,11,fa6,0077,0007,31026
11,11,fa6,0077,0017,31025
11,11,fa6,0077,0037,31032
11,11,fa6,0077,0057,31029
11,11,fa6,0077,0077,31013
11,11,fa6,0077,0177,30966
11,11,fa6,0077,0377,30960
11,11,fa6,0077,0577,30958
11,11,fa6,0077,0777,30961
11,11,fa6,0077,1777,30949
11,11,fa6,0077,3777,30941
11,11,fa6,0077,5777,30951
11,11,fa6,0077,7777,30945
11,11,fa6,0177,0001,30951
11,11,fa6,0177,0003,30950
11,11,fa6,0177,0005,30962
11,11,fa6,0177,0007,30955
11,11,fa6,0177,0017,30921
11,11,fa6,0177,0037,30901
11,11,fa6,0177,0057,30896
11,11,fa6,0177,0077,30899
11,11,fa6,0177,0177,30887
11,11,fa6,0177,0377,30884
11,11,fa6,0177,0577,30898
11,11,fa6,0177,0777,30893
11,11,fa6,0177,1777,30895
11,11,fa6,0177,3777,30878
11,11,fa6,0177,5777,30878
11,11,fa6,0177,7777,30868
11,11,fa6,0377,0001,30905
11,11,fa6,0377,0003,30897
11,11,fa6,0377,0005,30900
11,11,fa6,0377,0007,30894
11,11,fa6,0377,0017,30823
11,11,fa6,0377,0037,30832
11,11,fa6,0377,0057,30824
11,11,fa6,0377,0077,30782
11,11,fa6,0377,0177,30815
11,11,fa6,0377,0377,30807
11,11,fa6,0377,0577,30814
11,11,fa6,0377,0777,30809
11,11,fa6,0377,1777,30801
11,11,fa6,0377,3777,30795
11,11,fa6,0377,5777,30801
11,11,fa6,0377,7777,30799
11,11,fa6,0577,0001,30917
11,11,fa6,0577,0003,30929
11,11,fa6,0577,0005,30929
11,11,fa6,0577,0007,30928
11,11,fa6,0577,0017,30849
11,11,fa6,0577,0037,30840
11,11,fa6,0577,0057,30842
11,11,fa6,0577,0077,30841
11,11,fa6,0577,0177,30829
11,11,fa6,0577,0377,30830
11,11,fa6,0577,0577,30818
11,11,fa6,0577,0777,30825
11,11,fa6,0577,1777,30817
11,11,fa6,0577,3777,30816
11,11,fa6,0577,5777,30816
11,11,fa6,0577,7777,30817
11,11,fa6,0777,0001,30852
11,11,fa6,0777,0003,30843
11,11,fa6,0777,0005,30844
11,11,fa6,0777,0007,30831
11,11,fa6,0777,0017,30777
11,11,fa6,0777,0037,30764
11,11,fa6,0777,0057,30761
11,11,fa6,0777,0077,30755
11,11,fa6,0777,0177,30749
11,11,fa6,0777,0377,30742
11,11,fa6,0777,0577,30738
11,11,fa6,0777,0777,30733
11,11,fa6,0777,1777,30721
11,11,fa6,0777,3777,30713
11,11,fa6,0777,5777,30720
11,11,fa6,0777,7777,30728
11,11,fa6,1777,0001,30743
11,11,fa6,1777,0003,30750
11,11,fa6,1777,0005,30740
11,11,fa6,1777,0007,30743
11,11,fa6,1777,0017,30739
11,11,fa6,1777,0037,30733
11,11,fa6,1777,0057,30738
11,11,fa6,1777,0077,30739
11,11,fa6,1777,0177,30696
11,11,fa6,1777,0377,30667
11,11,fa6,1777,0577,30678
11,11,fa6,1777,0777,30672
11,11,fa6,1777,1777,30652
11,11,fa6,1777,3777,30604
11,11,fa6,1777,5777,30611
11,11,fa6,1777,7777,30580
11,11,fa6,3777,0001,30745
11,11,fa6,3777,0003,30743
11,11,fa6,3777,0005,30749
11,11,fa6,3777,0007,30744
11,11,fa6,3777,0017,30742
11,11,fa6,3777,0037,30730
11,11,fa6,3777,0057,30734
11,11,fa6,3777,0077,30733
11,11,fa6,3777,0177,30675
11,11,fa6,3777,0377,30662
11,11,fa6,3777,0577,30657
11,11,fa6,3777,0777,30657
11,11,fa6,3777,1777,30559
11,11,fa6,3777,3777,30562
11,11,fa6,3777,5777,30547
11,11,fa6,3777,7777,30561
11,11,fa6,5777,0001,30742
11,11,fa6,5777,0003,30734
11,11,fa6,5777,0005,30747
11,11,fa6,5777,0007,30743
11,11,fa6,5777,0017,30740
11,11,fa6,5777,0037,30740
11,11,fa6,5777,0057,30745
11,11,fa6,5777,0077,30738
11,11,fa6,5777,0177,30703
11,11,fa6,5777,0377,30687
11,11,fa6,5777,0577,30680
11,11,fa6,5777,0777,30671
11,11,fa6,5777,1777,30568
11,11,fa6,5777,3777,30553
11,11,fa6,5777,5777,30571
11,11,fa6,5777,7777,30567
11,11,fa6,7777,0001,30754
11,11,fa6,7777,0003,30759
11,11,fa6,7777,0005,30754
11,11,fa6,7777,0007,30754
11,11,fa6,7777,0017,30741
11,11,fa6,7777,0037,30735
11,11,fa6,7777,0057,30738
11,11,fa6,7777,0077,30727
11,11,fa6,7777,0177,30667
11,11,fa6,7777,0377,30647
11,11,fa6,7777,0577,30663
11,11,fa6,7777,0777,30646
11,11,fa6,7777,1777,30560
11,11,fa6,7777,3777,30556
11,11,fa6,7777,5777,30552
11,11,fa6,7777,7777,30549
11,12,fa4,0001,0001,7937
11,12,fa4,0001,0003,8017
11,12,fa4,0001,0005,8029
11,12,fa4,0001,0007,8063
11,12,fa4,0001,0017,8457
11,12,fa4,0001,0037,8596
11,12,fa4,0001,0057,8586
11,12,fa4,0001,0077,8657
11,12,fa4,0001,0177,9149
11,12,fa4,0001,0377,9320
11,12,fa4,0001,0577,9322
11,12,fa4,0001,0777,9405
11,12,fa4,0001,1777,9763
11,12,fa4,0001,3777,9889
11,12,fa4,0001,5777,9906
11,12,fa4,0001,7777,9971
11,12,fa4,0003,0001,8038
11,12,fa4,0003,0003,8120
11,12,fa4,0003,0005,8130
11,12,fa4,0003,0007,8162
11,12,fa4,0003,0017,8569
11,12,fa4,0003,0037,8707
11,12,fa4,0003,0057,8698
11,12,fa4,0003,0077,8775
11,12,fa4,0003,0177,9280
11,12,fa4,0003,0377,9452
11,12,fa4,0003,0577,9458
11,12,fa4,0003,0777,9550
11,12,fa4,0003,1777,9922
11,12,fa4,0003,3777,10045
11,12,fa4,0003,5777,10060
11,12,fa4,0003,7777,10121
11,12,fa4,0005,0001,8036
11,12,fa4,0005,0003,8119
11,12,fa4,0005,0005,8133
11,12,fa4,0005,0007,8163
11,12,fa4,0005,0017,8570
11,12,fa4,0005,0037,8708
11,12,fa4,0005,0057,8701
11,12,fa4,0005,0077,8774
11,12,fa4,0005,0177,9279
11,12,fa4,0005,0377,9449
11,12,fa4,0005,0577,9456
11,12,fa4,0005,0777,9543
11,12,fa4,0005,1777,9913
11,12,fa4,0005,3777,10047
11,12,fa4,0005,5777,10061
11,12,fa4,0005,7777,10121
11,12,fa4,0007,0001,8083
11,12,fa4,0007,0003,8164
11,12,fa4,0007,0005,8174
11,12,fa4,0007,0007,8211
11,12,fa4,0007,0017,8619
11,12,fa4,0007,0037,8761
11,12,fa4,0007,0057,8753
11,12,fa4,0007,0077,8828
11,12,fa4,0007,0177,9347
11,12,fa4,0007,0377,9515
11,12,fa4,0007,0577,9521
11,12,fa4,0007,0777,9610
11,12,fa4,0007,1777,9984
11,12,fa4,0007,3777,10122
11,12,fa4,0007,5777,10141
11,12,fa4,0007,7777,10197
11,12,fa4,0017,0001,8530
11,12,fa4,0017,0003,8624
11,12,fa4,0017,0005,8635
11,12,fa4,0017,0007,8677
11,12,fa4,0017,0017,9131
11,12,fa4,0017,0037,9291
11,12,fa4,0017,0057,9280
11,12,fa4,0017,0077,9367
11,12,fa4,0017,0177,9947
11,12,fa4,0017,0377,10141
11,12,fa4,0017,0577,10149
11,12,fa4,0017,0777,10249
11,12,fa4,0017,1777,10674
11,12,fa4,0017,3777,10825
11,12,fa4,0017,5777,10844
11,12,fa4,0017,7777,10914
11,12,fa4,0037,0001,8678
11,12,fa4,0037,0003,8771
11,12,fa4,0037,0005,8788
11,12,fa4,0037,0007,8830
11,12,fa4,0037,0017,9306
11,12,fa4,0037,0037,9471
11,12,fa4,0037,0057,9458
11,12,fa4,0037,0077,9548
11,12,fa4,0037,0177,10150
11,12,fa4,0037,0377,10357
11,12,fa4,0037,0577,10360
11,12,fa4,0037,0777,10467
11,12,fa4,0037,1777,10920
11,12,fa4,0037,3777,11071
11,12,fa4,0037,5777,11098
11,12,fa4,0037,7777,11163
11,12,fa4,0057,0001,8685
11,12,fa4,0057,0003,8780
11,12,fa4,0057,0005,8792
11,12,fa4,0057,0007,8831
11,12,fa4,0057,0017,9314
11,12,fa4,0057,0037,9471
11,12,fa4,0057,0057,9462
11,12,fa4,0057,0077,9552
11,12,fa4,0057,0177,10153
11,12,fa4,0057,0377,10356
11,12,fa4,0057,0577,10367
11,12,fa4,0057,0777,10470
11,12,fa4,0057,1777,10920
11,12,fa4,0057,3777,11078
11,12,fa4,0057,5777,11099
11,12,fa4,0057,7777,11176
11,12,fa4,0077,0001,8766
11,12,fa4,0077,0003,8863
11,12,fa4,0077,0005,8880
11,12,fa4,0077,0007,8912
11,12,fa4,0077,0017,9401
11,12,fa4,0077,0037,9572
11,12,fa4,0077,0057,9559
11,12,fa4,0077,0077,9647
11,12,fa4,0077,0177,10265
11,12,fa4,0077,0377,10469
11,12,fa4,0077,0577,10480
11,12,fa4,0077,0777,10584
11,12,fa4,0077,1777,11044
11,12,fa4,0077,3777,11207
11,12,fa4,0077,5777,11226
11,12,fa4,0077,7777,11308
11,12,fa4,0177,0001,9125
11,12,fa4,0177,0003,9230
11,12,fa4,0177,0005,9243
11,12,fa4,0177,0007,9288
11,12,fa4,0177,0017,9819
11,12,fa4,0177,0037,10003
11,12,fa4,0177,0057,9992
11,12,fa4,0177,0077,10087
11,12,fa4,0177,0177,10765
11,12,fa4,0177,0377,10996
11,12,fa4,0177,0577,11005
11,12,fa4,0177,0777,11121
11,12,fa4,0177,1777,11628
11,12,fa4,0177,3777,11806
11,12,fa4,0177,5777,11828
11,12,fa4,0177,7777,11917
11,12,fa4,0377,0001,9255
11,12,fa4,0377,0003,9365
11,12,fa4,0377,0005,9376
11,12,fa4,0377,0007,9422
11,12,fa4,0377,0017,9969
11,12,fa4,0377,0037,10156
11,12,fa4,0377,0057,10142
11,12,fa4,0377,0077,10240
11,12,fa4,0377,0177,10944
11,12,fa4,0377,0377,11181
11,12,fa4,0377,0577,11192
11,12,fa4,0377,0777,11312
11,12,fa4,0377,1777,11828
11,12,fa4,0377,3777,12022
11,12,fa4,0377,5777,12042
11,12,fa4,0377,7777,12135
11,12,fa4,0577,0001,9271
11,12,fa4,0577,0003,9382
11,12,fa4,0577,0005,9397
11,12,fa4,0577,0007,9442
11,12,fa4,0577,0017,9988
11,12,fa4,0577,0037,10178
11,12,fa4,0577,0057,10162
11,12,fa4,0577,0077,10268
11,12,fa4,0577,0177,10969
11,12,fa4,0577,0377,11210
11,12,fa4,0577,0577,11215
11,12,fa4,0577,0777,11335
11,12,fa4,0577,1777,11865
11,12,fa4,0577,3777,12049
11,12,fa4,0577,5777,12074
11,12,fa4,0577,7777,12163
11,12,fa4,0777,0001,9332
11,12,fa4,0777,0003,9446
11,12,fa4,0777,0005,9458
11,12,fa4,0777,0007,9504
11,12,fa4,0777,0017,10056
11,12,fa4,0777,0037,10248
11,12,fa4,0777,0057,10237
11,12,fa4,0777,0077,10340
11,12,fa4,0777,0177,11052
11,12,fa4,0777,0377,11297
11,12,fa4,0777,0577,11307
11,12,fa4,0777,0777,11432
11,12,fa4,0777,1777,11968
11,12,fa4,0777,3777,12156
11,12,fa4,0777,5777,12176
11,12,fa4,0777,7777,12267
11,12,fa4,1777,0001,9858
11,12,fa4,1777,0003,9999
11,12,fa4,1777,0005,10009
11,12,fa4,1777,0007,10078
11,12,fa4,1777,0017,10703
11,12,fa4,1777,0037,10922
11,12,fa4,1777,0057,10905
11,12,fa4,1777,0077,11028
11,12,fa4,1777,0177,11842
11,12,fa4,1777,0377,12116
11,12,fa4,1777,0577,12126
11,12,fa4,1777,0777,12270
11,12,fa4,1777,1777,12893
11,12,fa4,1777,3777,13112
11,12,fa4,1777,5777,13138
11,12,fa4,1777,7777,13244
11,12,fa4,3777,0001,10060
11,12,fa4,3777,0003,10213
11,12,fa4,3777,0005,10220
11,12,fa4,3777,0007,10299
11,12,fa4,3777,0017,10953
11,12,fa4,3777,0037,11179
11,12,fa4,3777,0057,11169
11,12,fa4,3777,0077,11292
11,12,fa4,3777,0177,12139
11,12,fa4,3777,0377,12431
11,12,fa4,3777,0577,12442
11,12,fa4,3777,0777,12599
11,12,fa4,3777,1777,13256
11,12,fa4,3777,3777,13489
11,12,fa4,3777,5777,13520
11,12,fa4,3777,7777,13630
11,12,fa4,5777,0001,10063
11,12,fa4,5777,0003,10215
11,12,fa4,5777,0005,10223
11,12,fa4,5777,0007,10300
11,12,fa4,5777,0017,10959
11,12,fa4,5777,0037,11185
11,12,fa4,5777,0057,11168
11,12,fa4,5777,0077,11292
11,12,fa4,5777,0177,12149
11,12,fa4,5777,0377,12442
11,12,fa4,5777,0577,12454
11,12,fa4,5777,0777,12605
11,12,fa4,5777,1777,13260
11,12,fa4,5777,3777,13488
11,12,fa4,5777,5777,13521
11,12,fa4,5777,7777,13632
11,12,fa4,7777,0001,10170
11,12,fa4,7777,0003,10332
11,12,fa4,7777,0005,10332
11,12,fa4,7777,0007,10417
11,12,fa4,7777,0017,11089
11,12,fa4,7777,0037,11320
11,12,fa4,7777,0057,11301
11,12,fa4,7777,0077,11434
11,12,fa4,7777,0177,12307
11,12,fa4,7777,0377,12612
11,12,fa4,7777,0577,12625
11,12,fa4,7777,0777,12777
11,12,fa4,7777,1777,13450
11,12,fa4,7777,3777,13690
11,12,fa4,7777,5777,13724
11,12,fa4,7777,7777,13839
11,12,fa5,0001,0001,10036
11,12,fa5,0001,0003,10165
11,12,fa5,0001,0005,10182
11,12,fa5,0001,0007,10233
11,12,fa5,0001,0017,10942
11,12,fa5,0001,0037,11181
11,12,fa5,0001,0057,11166
11,12,fa5,0001,0077,11300
11,12,fa5,0001,0177,11296
11,12,fa5,0001,0377,11286
11,12,fa5,0001,0577,11294
11,12,fa5,0001,0777,11277
11,12,fa5,0001,1777,11283
11,12,fa5,0001,3777,11280
11,12,fa5,0001,5777,11275
11,12,fa5,0001,7777,11277
11,12,fa5,0003,0001,10195
11,12,fa5,0003,0003,10327
11,12,fa5,0003,0005,10338
11,12,fa5,0003,0007,10395
11,12,fa5,0003,0017,11121
11,12,fa5,0003,0037,11375
11,12,fa5,0003,0057,11358
11,12,fa5,0003,0077,11494
11,12,fa5,0003,0177,11489
11,12,fa5,0003,0377,11486
11,12,fa5,0003,0577,11484
11,12,fa5,0003,0777,11475
11,12,fa5,0003,1777,11476
11,12,fa5,0003,3777,11477
11,12,fa5,0003,5777,11475
11,12,fa5,0003,7777,11478
11,12,fa5,0005,0001,10188
11,12,fa5,0005,0003,10319
11,12,fa5,0005,0005,10337
11,12,fa5,0005,0007,10392
11,12,fa5,0005,0017,11117
11,12,fa5,0005,0037,11372
11,12,fa5,0005,0057,11354
11,12,fa5,0005,0077,11491
11,12,fa5,0005,0177,11487
11,12,fa5,0005,0377,11481
11,12,fa5,0005,0577,11478
11,12,fa5,0005,0777,11471
11,12,fa5,0005,1777,11477
11,12,fa5,0005,3777,11471
11,12,fa5,0005,5777,11471
11,12,fa5,0005,7777,11472
11,12,fa5,0007,0001,10261
11,12,fa5,0007,0003,10399
11,12,fa5,0007,0005,10412
11,12,fa5,0007,0007,10467
11,12,fa5,0007,0017,11210
11,12,fa5,0007,0037,11468
11,12,fa5,0007,0057,11459
11,12,fa5,0007,0077,11593
11,12,fa5,0007,0177,11586
11,12,fa5,0007,0377,11577
11,12,fa5,0007,0577,11579
11,12,fa5,0007,0777,11566
11,12,fa5,0007,1777,11567
11,12,fa5,0007,3777,11573
11,12,fa5,0007,5777,11567
11,12,fa5,0007,7777,11565
11,12,fa5,0017,0001,11002
11,12,fa5,0017,0003,11160
11,12,fa5,0017,0005,11176
11,12,fa5,0017,0007,11236
11,12,fa5,0017,0017,12101
11,12,fa5,0017,0037,12402
11,12,fa5,0017,0057,12384
11,12,fa5,0017,0077,12547
11,12,fa5,0017,0177,12540
11,12,fa5,0017,0377,12526
11,12,fa5,0017,0577,12528
11,12,fa5,0017,0777,12517
11,12,fa5,0017,1777,12518
11,12,fa5,0017,3777,12521
11,12,fa5,0017,5777,12518
11,12,fa5,0017,7777,12518
11,12,fa5,0037,0001,11253
11,12,fa5,0037,0003,11417
11,12,fa5,0037,0005,11441
11,12,fa5,0037,0007,11509
11,12,fa5,0037,0017,12411
11,12,fa5,0037,0037,12724
11,12,fa5,0037,0057,12700
11,12,fa5,0037,0077,12877
11,12,fa5,0037,0177,12866
11,12,fa5,0037,0377,12859
11,12,fa5,0037,0577,12851
11,12,fa5,0037,0777,12839
11,12,fa5,0037,1777,12839
11,12,fa5,0037,3777,12838
11,12,fa5,0037,5777,12840
11,12,fa5,0037,7777,12845
11,12,fa5,0057,0001,11264
11,12,fa5,0057,0003,11421
11,12,fa5,0057,0005,11440
11,12,fa5,0057,0007,11512
11,12,fa5,0057,0017,12413
11,12,fa5,0057,0037,12726
11,12,fa5,0057,0057,12707
11,12,fa5,0057,0077,12881
11,12,fa5,0057,0177,12871
11,12,fa5,0057,0377,12859
11,12,fa5,0057,0577,12864
11,12,fa5,0057,0777,12851
11,12,fa5,0057,1777,12853
11,12,fa5,0057,3777,12858
11,12,fa5,0057,5777,12847
11,12,fa5,0057,7777,12848
11,12,fa5,0077,0001,11394
11,12,fa5,0077,0003,11565
11,12,fa5,0077,0005,11582
11,12,fa5,0077,0007,11653
11,12,fa5,0077,0017,12574
11,12,fa5,0077,0037,12897
11,12,fa5,0077,0057,12877
11,12,fa5,0077,0077,13056
11,12,fa5,0077,0177,13041
11,12,fa5,0077,0377,13033
11,12,fa5,0077,0577,13033
11,12,fa5,0077,0777,13021
11,12,fa5,0077,1777,13021
11,12,fa5,0077,3777,13020
11,12,fa5,0077,5777,13019
11,12,fa5,0077,7777,13026
11,12,fa5,0177,0001,12012
11,12,fa5,0177,0003,12198
11,12,fa5,0177,0005,12222
11,12,fa5,0177,0007,12297
11,12,fa5,0177,0017,13330
11,12,fa5,0177,0037,13692
11,12,fa5,0177,0057,13669
11,12,fa5,0177,0077,13865
11,12,fa5,0177,0177,13859
11,12,fa5,0177,0377,13847
11,12,fa5,0177,0577,13847
11,12,fa5,0177,0777,13833
11,12,fa5,0177,1777,13831
11,12,fa5,0177,3777,13829
11,12,fa5,0177,5777,13827
11,12,fa5,0177,7777,13831
11,12,fa5,0377,0001,12228
11,12,fa5,0377,0003,12428
11,12,fa5,0377,0005,12450
11,12,fa5,0377,0007,12527
11,12,fa5,0377,0017,13605
11,12,fa5,0377,0037,13983
11,12,fa5,0377,0057,13957
11,12,fa5,0377,0077,14168
11,12,fa5,0377,0177,14154
11,12,fa5,0377,0377,14144
11,12,fa5,0377,0577,14135
11,12,fa5,0377,0777,14130
11,12,fa5,0377,1777,14126
11,12,fa5,0377,3777,14136
11,12,fa5,0377,5777,14130
11,12,fa5,0377,7777,14133
11,12,fa5,0577,0001,12267
11,12,fa5,0577,0003,12459
11,12,fa5,0577,0005,12485
11,12,fa5,0577,0007,12567
11,12,fa5,0577,0017,13652
11,12,fa5,0577,0037,14032
11,12,fa5,0577,0057,14009
11,12,fa5,0577,0077,14225
11,12,fa5,0577,0177,14208
11,12,fa5,0577,0377,14194
11,12,fa5,0577,0577,14193
11,12,fa5,0577,0777,14176
11,12,fa5,0577,1777,14177
11,12,fa5,0577,3777,14180
11,12,fa5,0577,5777,14182
11,12,fa5,0577,7777,14179
11,12,fa5,0777,0001,12381
11,12,fa5,0777,0003,12577
11,12,fa5,0777,0005,12602
11,12,fa5,0777,0007,12684
11,12,fa5,0777,0017,13788
11,12,fa5,0777,0037,14176
11,12,fa5,0777,0057,14152
11,12,fa5,0777,0077,14363
11,12,fa5,0777,0177,14354
11,12,fa5,0777,0377,14342
11,12,fa5,0777,0577,14348
11,12,fa5,0777,0777,14325
11,12,fa5,0777,1777,14323
11,12,fa5,0777,3777,14320
11,12,fa5,0777,5777,14327
11,12,fa5,0777,7777,14324
11,12,fa5,1777,0001,13319
11,12,fa5,1777,0003,13585
11,12,fa5,1777,0005,13593
11,12,fa5,1777,0007,13724
11,12,fa5,1777,0017,15023
11,12,fa5,1777,0037,15487
11,12,fa5,1777,0057,15457
11,12,fa5,1777,0077,15715
11,12,fa5,1777,0177,15698
11,12,fa5,1777,0377,15685
11,12,fa5,1777,0577,15676
11,12,fa5,1777,0777,15668
11,12,fa5,1777,1777,15666
11,12,fa5,1777,3777,15668
11,12,fa5,1777,5777,15669
11,12,fa5,1777,7777,15669
11,12,fa5,3777,0001,13693
11,12,fa5,3777,0003,13977
11,12,fa5,3777,0005,13984
11,12,fa5,3777,0007,14132
11,12,fa5,3777,0017,15514
11,12,fa5,3777,0037,16012
11,12,fa5,3777,0057,15976
11,12,fa5,3777,0077,16259
11,12,fa5,3777,0177,16238
11,12,fa5,3777,0377,16220
11,12,fa5,3777,0577,16225
11,12,fa5,3777,0777,16202
11,12,fa5,3777,1777,16201
11,12,fa5,3777,3777,16200
11,12,fa5,3777,5777,16201
11,12,fa5,3777,7777,16201
11,12,fa5,5777,0001,13680
11,12,fa5,5777,0003,13975
11,12,fa5,5777,0005,13985
11,12,fa5,5777,0007,14130
11,12,fa5,5777,0017,15517
11,12,fa5,5777,0037,16002
11,12,fa5,5777,0057,15979
11,12,fa5,5777,0077,16260
11,12,fa5,5777,0177,16242
11,12,fa5,5777,0377,16222
11,12,fa5,5777,0577,16218
11,12,fa5,5777,0777,16198
11,12,fa5,5777,1777,16204
11,12,fa5,5777,3777,16206
11,12,fa5,5777,5777,16196
11,12,fa5,5777,7777,16197
11,12,fa5,7777,0001,13877
11,12,fa5,7777,0003,14179
11,12,fa5,7777,0005,14184
11,12,fa5,7777,0007,14343
11,12,fa5,7777,0017,15770
11,12,fa5,7777,0037,16279
