iteration_num,clock_source,vreg,lposc_trim,rosc_div,rosc_range,rosc_freqa,rosc_freqb,pll_vco,pll_div,benchmark_name,validation_result,clock_freq,current_sample,current_timestamp,timing_sample
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.909683227539063,0.021,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.909683227539063,0.047,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.9417266845703125,0.074,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.9417266845703125,0.1,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.936004638671875,0.127,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.936004638671875,0.153,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.921127319335938,0.18,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.921127319335938,0.207,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.944015502929688,0.233,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.944015502929688,0.26,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.9424896240234375,0.286,
0,rosc,11,,05,fa4,7777,0577,,,noop,,,3.9424896240234375,0.313,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.9428710937500004,0.34,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.880691528320313,0.366,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.880691528320313,0.393,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.834915161132813,0.419,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.834915161132813,0.446,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84979248046875,0.472,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84979248046875,0.499,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8253784179687504,0.525,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8253784179687504,0.552,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8211822509765625,0.579,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8211822509765625,0.605,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8478851318359375,0.632,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8478851318359375,0.658,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8482666015625004,0.685,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8482666015625004,0.711,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.839874267578125,0.738,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.839874267578125,0.764,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8330078125000004,0.791,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8330078125000004,0.817,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8318634033203125,0.844,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.83758544921875,0.871,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.83758544921875,0.897,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8455963134765625,0.924,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8455963134765625,0.95,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8341522216796875,0.977,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8341522216796875,1.003,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.83758544921875,1.03,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.83758544921875,1.056,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8318634033203125,1.083,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8318634033203125,1.109,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84368896484375,1.136,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84368896484375,1.163,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8238525390625004,1.189,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8238525390625004,1.216,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.824615478515625,1.242,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.824615478515625,1.269,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8543701171875004,1.295,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8543701171875004,1.322,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8303375244140625,1.348,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,1.375,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,1.401,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838729858398438,1.428,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838729858398438,1.455,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8116455078125,1.481,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8116455078125,1.508,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8364410400390625,1.534,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8364410400390625,1.561,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8291931152343754,1.587,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8291931152343754,1.614,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,1.641,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,1.667,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.832244873046875,1.694,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.832244873046875,1.721,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.844833374023438,1.747,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.844833374023438,1.774,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8173675537109375,1.8,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8173675537109375,1.827,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.821945190429688,1.854,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.833389282226563,1.88,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.833389282226563,1.907,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.837203979492188,1.933,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.837203979492188,1.96,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8421630859375,1.986,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8421630859375,2.013,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.853988647460938,2.039,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.853988647460938,2.066,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.826141357421875,2.092,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.826141357421875,2.119,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8440704345703125,2.145,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8440704345703125,2.172,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,2.199,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,2.225,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,2.252,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,2.278,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8433074951171875,2.305,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8433074951171875,2.331,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.839874267578125,2.358,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.839874267578125,2.384,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8471221923828125,2.411,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8314819335937504,2.437,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8314819335937504,2.464,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838729858398438,2.491,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838729858398438,2.517,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.837203979492188,2.544,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.837203979492188,2.575,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8379669189453125,2.602,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8379669189453125,2.628,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.853607177734375,2.655,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.853607177734375,2.681,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,2.708,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,2.734,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8318634033203125,2.761,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8318634033203125,2.788,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,2.814,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.837203979492188,2.841,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.837203979492188,2.867,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84368896484375,2.894,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84368896484375,2.92,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8249969482421875,2.947,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8249969482421875,2.973,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8429260253906254,3.0,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8429260253906254,3.026,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,3.053,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8417816162109375,3.08,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8326263427734375,3.106,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8326263427734375,3.133,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8330078125000004,3.159,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8330078125000004,3.186,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8520812988281254,3.212,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8520812988281254,3.239,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8352966308593754,3.265,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8352966308593754,3.292,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8391113281250004,3.318,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.834915161132813,3.345,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.834915161132813,3.372,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84368896484375,3.398,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.84368896484375,3.425,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,3.451,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,3.478,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8288116455078125,3.504,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8288116455078125,3.531,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8352966308593754,3.557,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8352966308593754,3.584,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.839874267578125,3.61,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.839874267578125,3.637,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8341522216796875,3.664,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8341522216796875,3.69,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8887023925781254,3.717,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8887023925781254,3.743,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8433074951171875,3.77,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8433074951171875,3.796,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.841400146484375,3.823,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.841400146484375,3.849,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8394927978515625,3.876,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838729858398438,3.903,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838729858398438,3.929,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8394927978515625,3.956,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8394927978515625,3.982,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,4.009,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8368225097656254,4.035,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8467407226562504,4.062,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.8467407226562504,4.088,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.852462768554688,4.115,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.852462768554688,4.141,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838348388671875,4.168,
0,rosc,11,,05,fa4,7777,0577,,,prime,,,3.838348388671875,4.195,
