0,0,31347000,11,11111
1,2,30146000,11,11111
2,0,50400000,11,11111
3,2,49093000,11,11111
4,0,110573000,11,11111
5,2,109082000,11,11111
6,0,130801000,11,11111
7,2,128264000,11,11111
8,0,150000000,11,11111
9,2,147616000,11,11111
0,0,31347000,11,11111
1,2,30141000,11,11111
2,0,50400000,11,11111
3,2,49193000,11,11111
4,0,110573000,11,11111
5,2,109069000,11,11111
6,0,130800000,11,11111
7,2,128309000,11,11111
8,0,150001000,11,11111
9,2,147558000,11,11111
