0,0,31347000,7,11111
1,2,28373000,5,11111
2,0,50400000,7,11111
3,2,47669000,5,11111
4,0,110572000,7,11111
5,2,109269000,7,11111
6,0,130801000,7,11111
7,2,128077000,8,11111
8,0,150001000,7,11111
9,2,147633000,9,11111
0,0,31347000,7,11111
1,2,28314000,5,11111
